year,stint,GP,blocks,threeAttempted,dq,PostBlocks,PostthreeMade,PostDQ,FG%,FT%,Avg_Assists_Per_Game,Durability_Ratio,POSITION_METRIC,playoff,playerID,tmID,pos
5,0,34,6,0,0,0,0,0,0.4413793103448276,0.5151515151515151,0.8529411764705882,0.33578431372549017,0.0,1,maigaha01w,SAC,G-F
6,0,34,6,0,0,3,0,1,0.4585987261146497,0.36585365853658536,1.0,0.3002450980392157,0.0,1,maigaha01w,SAC,G-F
7,0,34,9,1,1,1,0,0,0.455,0.5849056603773585,1.2352941176470589,0.4013480392156863,0.0,1,maigaha01w,SAC,G-F
8,0,34,3,5,1,0,0,0,0.45353159851301117,0.8333333333333334,2.264705882352941,0.6176470588235294,0.26666666666666666,0,maigaha01w,HOU,G-F
9,0,26,8,2,0,0,0,0,0.4915254237288136,0.6923076923076923,1.5,0.47275641025641024,0.6666666666666666,0,maigaha01w,HOU,G-F
10,0,34,8,1,0,0,0,0,0.48627450980392156,0.7142857142857143,1.088235294117647,0.41421568627450983,0.0,0,maigaha01w,SAC,G-F
2,0,31,3,56,2,0,0,0,0.42452830188679247,0.8709677419354839,0.8387096774193549,0.4737903225806452,0.25305895439377085,0,malcona01w,IND,F
3,0,29,3,41,0,0,1,1,0.38011695906432746,0.75,0.7241379310344828,0.47988505747126436,0.1813317479191439,1,malcona01w,IND,F
4,0,6,4,0,0,0,0,0,0.4444444444444444,1.0,0.0,0.1527777777777778,0.18691588785046725,0,malloso01w,PHO,C
8,0,26,2,77,0,3,0,0,0.363013698630137,0.75,1.5384615384615385,0.4126602564102564,0.2727272727272727,1,maltsev01w,CON,G
1,0,24,4,2,1,0,0,0,0.4782608695652174,0.5384615384615384,0.7083333333333334,0.3498263888888889,0.5892448512585813,0,mannish01w,MIA,F-C
6,0,24,1,9,0,0,0,0,0.5,0.6875,0.4583333333333333,0.1605902777777778,0.1257183908045977,0,mannkr01w,MIN,F
7,0,33,7,96,0,0,0,0,0.3865546218487395,0.7352941176470589,2.8484848484848486,0.5643939393939394,0.29519331243469177,0,mannkr01w,MIN,F
8,0,34,7,106,1,0,0,0,0.375,0.7837837837837838,1.2647058823529411,0.5404411764705882,0.30933062880324547,0,mannkr01w,MIN,F
9,1,13,4,8,0,0,0,0,0.4090909090909091,1.0,1.0769230769230769,0.3573717948717949,0.1259946949602122,0,mannkr01w,ATL,F
9,2,5,1,1,0,0,2,0,0.38461538461538464,0.0,0.4,0.25416666666666665,0.06896551724137932,1,mannkr01w,IND,F
10,0,16,0,18,0,0,1,0,0.36666666666666664,1.0,0.375,0.13411458333333334,0.07543103448275862,1,mannkr01w,WAS,F
1,0,30,24,22,3,0,0,0,0.46,0.8295454545454546,2.1333333333333333,0.5944444444444444,0.22429906542056074,0,mapprh01w,CHA,C
2,0,30,6,3,0,0,0,0,0.4090909090909091,0.75,0.5666666666666667,0.29305555555555557,0.056074766355140186,1,mapprh01w,LAS,C
4,0,24,6,1,0,0,0,0,0.5,0.5,0.25,0.22135416666666666,0.07009345794392523,1,mapprh01w,LAS,C
1,0,32,6,54,2,0,0,0,0.37662337662337664,0.5733333333333334,2.28125,0.349609375,0.19810040705563095,0,marcimi01w,POR,G
2,0,27,2,33,0,0,0,0,0.3669064748201439,0.5405405405405406,1.7407407407407407,0.30246913580246915,0.28484848484848485,0,marcimi01w,SEA,G
3,0,23,2,8,0,0,0,0,0.3424657534246575,0.8,1.6956521739130435,0.2798913043478261,0.27636363636363637,1,marcimi01w,SEA,G
1,0,30,13,19,1,0,0,0,0.4576271186440678,0.59375,0.7,0.31666666666666665,0.19252873563218392,0,martima01w,MIN,F
2,0,31,15,18,2,0,0,0,0.33980582524271846,0.6129032258064516,0.6129032258064516,0.33198924731182794,0.239154616240267,0,martima01w,MIN,F
6,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.041666666666666664,0.0,0,martinu01w,MIN,G
5,0,17,0,11,0,0,0,0,0.4,0.4,0.47058823529411764,0.14460784313725492,0.025354969574036514,1,mascira01w,LAS,F
6,0,33,1,46,0,0,4,0,0.4297520661157025,0.7916666666666666,0.8181818181818182,0.32196969696969696,0.12277951933124348,1,mascira01w,LAS,F
9,0,29,1,68,0,3,7,0,0.36419753086419754,0.76,0.6206896551724138,0.35488505747126436,0.11890606420927469,1,mascira01w,LAS,F
6,0,10,0,7,0,0,0,0,0.23076923076923078,1.0,0.6,0.11666666666666667,0.5454545454545454,0,matteca01w,CHA,G
1,0,32,16,156,0,0,0,0,0.38596491228070173,0.8620689655172413,1.96875,0.669921875,0.4310344827586207,0,maxwemo01w,IND,F
2,0,15,3,31,0,0,0,0,0.3018867924528302,0.6666666666666666,0.9333333333333333,0.33055555555555555,0.21839080459770116,0,maxwemo01w,IND,F
3,0,18,4,17,0,0,0,0,0.28,1.0,0.4444444444444444,0.20601851851851852,0.1484674329501916,1,maxwemo01w,IND,F
5,0,34,2,52,0,0,0,0,0.33695652173913043,0.6666666666666666,0.2647058823529412,0.20772058823529413,0.08181818181818182,0,mazzake01w,CHA,G
6,0,27,0,46,0,0,0,0,0.2916666666666667,0.8,0.25925925925925924,0.1743827160493827,0.18181818181818182,0,mazzake01w,CHA,G
7,0,34,6,167,0,0,0,0,0.37906137184115524,0.8484848484848485,1.8823529411764706,0.44424019607843135,0.24242424242424243,0,mazzake01w,CHA,G
8,0,34,2,114,0,0,18,0,0.3952380952380952,1.0,1.2941176470588236,0.3792892156862745,0.34545454545454546,1,mazzake01w,PHO,G
9,0,34,2,169,0,0,0,0,0.33170731707317075,0.8333333333333334,1.1176470588235294,0.39276960784313725,0.38383838383838387,0,mazzake01w,PHO,G
10,0,31,3,88,0,0,0,0,0.3564356435643564,1.0,0.5483870967741935,0.3004032258064516,0.3090909090909091,1,mazzake01w,PHO,G
3,0,31,3,58,0,0,0,0,0.29069767441860467,0.75,1.3225806451612903,0.26344086021505375,0.2192513368983957,0,mccaibr01w,CLE,G
1,0,25,1,22,0,0,2,0,0.3269230769230769,0.8888888888888888,0.24,0.1875,0.303030303030303,1,mccaiti01w,CON,G-F
2,0,32,8,67,0,0,0,0,0.3211009174311927,0.6666666666666666,1.125,0.2877604166666667,0.417910447761194,0,mccaiti01w,CON,G-F
3,0,16,0,4,0,0,0,0,0.2,0.75,0.125,0.06640625,0.0,0,mccaiti01w,CON,G-F
10,0,34,10,38,1,0,0,0,0.37333333333333335,0.5641025641025641,0.7647058823529411,0.29534313725490197,0.1724137931034483,0,mccanra01w,MIN,F
6,0,28,7,0,0,0,0,0,0.34,0.64,0.39285714285714285,0.23139880952380953,0.07009345794392523,0,mccarja01w,CHA,C
7,0,30,20,0,1,0,0,0,0.4576271186440678,0.6363636363636364,0.8333333333333334,0.2923611111111111,0.18691588785046725,0,mccarja01w,CHA,C
8,0,32,20,1,1,4,0,0,0.5275862068965518,0.7906976744186046,1.4375,0.5045572916666666,0.17523364485981308,1,mccarja01w,NYL,C
9,0,31,26,8,1,9,0,0,0.5272727272727272,0.7391304347826086,2.3870967741935485,0.6592741935483871,0.23515224600542659,1,mccarja01w,NYL,C
10,0,32,44,3,1,0,0,0,0.5016611295681063,0.8411214953271028,2.75,0.5520833333333334,0.38551401869158874,0,mccarja01w,NYL,C
1,0,32,6,70,0,0,0,0,0.39759036144578314,0.8255813953488372,1.78125,0.4134114583333333,0.5142857142857142,0,mccarst01w,IND,G-F
2,0,30,14,57,0,0,0,0,0.3795620437956204,0.7636363636363637,1.9333333333333333,0.35,0.5380116959064327,0,mccarst01w,IND,G-F
4,0,28,6,84,0,0,0,0,0.3468208092485549,0.9375,2.0714285714285716,0.42931547619047616,0.4603174603174603,0,mccarst01w,IND,G-F
5,0,22,5,39,0,0,0,0,0.375,0.7058823529411765,2.3636363636363638,0.42613636363636365,0.4444444444444444,0,mccarst01w,IND,G-F
1,0,32,1,97,0,1,9,0,0.3891891891891892,0.7777777777777778,4.5,0.5546875,0.313570487483531,1,mcconsu01w,CLE,G
10,0,34,12,51,2,0,4,0,0.4768392370572207,0.7375886524822695,2.264705882352941,0.48590686274509803,0.2662271805273834,1,mccouan01w,ATL,F
1,0,32,5,151,0,0,1,0,0.4339152119700748,0.7687074829931972,3.0625,0.7265625,0.17364657814096016,1,mccrani01w,WAS,G
2,0,32,0,95,1,0,0,0,0.4103448275862069,0.7109375,1.46875,0.5390625,0.11706102117061022,0,mccrani01w,WAS,G
3,0,32,3,66,2,0,1,0,0.4115942028985507,0.8055555555555556,2.53125,0.7532552083333334,0.15521064301552107,1,mccrani01w,IND,G
4,0,34,2,32,1,0,0,0,0.37681159420289856,0.8333333333333334,1.4411764705882353,0.4497549019607843,0.2024793388429752,0,mccrani01w,IND,G
5,0,27,0,11,0,0,0,0,0.44776119402985076,0.5714285714285714,0.48148148148148145,0.2862654320987654,0.13131313131313133,0,mccrani01w,PHO,G
6,0,23,0,20,0,0,0,0,0.24193548387096775,0.6363636363636364,0.6956521739130435,0.27355072463768115,0.1616161616161616,0,mccrani01w,SAS,G
7,0,11,1,5,0,0,0,0,0.36363636363636365,0.7142857142857143,0.45454545454545453,0.16287878787878787,0.09090909090909091,0,mccrani01w,CHI,G
1,0,32,8,33,0,0,1,0,0.47191011235955055,0.5555555555555556,2.34375,0.349609375,0.24621212121212124,1,mccrini01w,LAS,G
2,0,28,0,12,0,0,1,0,0.4461538461538462,0.45454545454545453,2.4642857142857144,0.29092261904761907,0.5206611570247934,1,mccrini01w,LAS,G
3,0,32,3,15,0,0,1,0,0.4107142857142857,0.6666666666666666,1.71875,0.24609375,0.40151515151515155,1,mccrini01w,LAS,G
4,0,33,1,12,0,0,1,0,0.3950617283950617,0.875,1.1818181818181819,0.22285353535353536,0.3422459893048128,1,mccrini01w,LAS,G
1,0,29,22,17,1,0,0,0,0.4117647058823529,0.7301587301587301,0.6551724137931034,0.3275862068965517,0.6019951840385276,0,mcculda01w,IND,F-C
2,0,8,2,2,0,0,0,0,0.2777777777777778,0.9444444444444444,0.625,0.234375,0.8187134502923976,0,mcculda01w,IND,F-C
3,0,4,0,3,0,0,0,0,0.0,1.0,0.25,0.22395833333333334,0.08771929824561403,1,mcculda01w,SEA,F-C
4,0,7,0,1,0,0,0,0,0.16666666666666666,0.0,0.0,0.07738095238095238,0.17543859649122806,0,mcculda01w,SEA,F-C
1,0,32,5,3,0,0,0,0,0.34444444444444444,0.7142857142857143,0.75,0.2897135416666667,0.5516804058338617,1,mcgheca01w,CON,F-C
2,0,17,1,0,0,0,0,0,0.25,0.5,0.0,0.08700980392156862,0.30701754385964913,0,mcgheca01w,CON,F-C
3,0,2,0,0,0,0,0,0,0.5,1.0,0.0,0.041666666666666664,0.6578947368421052,0,mcgheca01w,CON,F-C
4,0,31,24,1,0,1,0,0,0.5125,0.7419354838709677,0.1935483870967742,0.23790322580645162,0.708502024291498,1,mckivte01w,CHA,F-C
5,0,9,6,0,0,0,0,0,0.5185185185185185,0.5,0.0,0.17824074074074073,0.682261208576998,0,mckivte01w,CHA,F-C
6,0,31,18,0,0,0,0,0,0.4835164835164835,0.6944444444444444,0.22580645161290322,0.24327956989247312,0.653556969346443,0,mckivte01w,CHA,F-C
8,0,2,1,0,0,0,0,0,0.0,0.0,0.0,0.052083333333333336,0.0,1,mckivte01w,PHO,F-C
1,0,32,31,17,0,3,0,0,0.5190217391304348,0.7175572519083969,1.84375,0.7845052083333334,0.6985645933014354,1,mcwilta01w,CON,F-C
2,0,32,50,10,1,0,0,0,0.4743202416918429,0.7435897435897436,2.15625,0.689453125,0.640801399268564,0,mcwilta01w,CON,F-C
3,0,13,14,3,1,0,0,0,0.5,0.8709677419354839,1.0,0.6137820512820513,0.7060333761232349,0,mcwilta01w,CON,F-C
4,0,34,33,43,1,2,1,0,0.4511494252873563,0.773109243697479,1.588235294117647,0.6770833333333334,0.6189893337996153,1,mcwilta01w,CON,F-C
5,0,34,45,12,1,6,1,0,0.4624145785876993,0.6095890410958904,2.2941176470588234,0.8486519607843137,0.6175239234449761,1,mcwilta01w,CON,F-C
6,0,34,25,18,1,11,1,0,0.4978165938864629,0.7873563218390804,2.2941176470588234,0.8376225490196079,0.6810294968189705,1,mcwilta01w,CON,F-C
7,0,32,31,8,0,4,0,0,0.4872448979591837,0.728,2.84375,0.7552083333333334,0.6558950567909133,1,mcwilta01w,CON,F-C
8,0,29,30,13,1,0,0,0,0.49019607843137253,0.7727272727272727,1.6896551724137931,0.6113505747126436,0.6625386996904025,0,mcwilta01w,LAS,F-C
9,2,7,5,1,0,12,1,0,0.46296296296296297,0.8863636363636364,4.571428571428571,1.4226190476190477,0.6167763157894737,1,mcwilta01w,DET,F-C
9,1,26,25,25,0,0,0,0,0.525,0.7301587301587301,1.5769230769230769,0.6907051282051282,0.6522556390977443,0,mcwilta01w,WAS,F-C
10,0,34,16,15,0,2,1,0,0.5048231511254019,0.7428571428571429,3.1470588235294117,0.7144607843137255,0.6174446717500464,1,mcwilta01w,DET,F-C
1,0,32,18,7,4,3,0,0,0.47706422018348627,0.7290322580645161,2.25,0.7076822916666666,0.6792933891822983,1,melvich01w,CLE,F-C
2,0,27,16,2,0,2,0,0,0.47619047619047616,0.7010309278350515,2.074074074074074,0.6442901234567902,0.6511627906976745,1,melvich01w,CLE,F-C
3,0,32,18,6,2,0,0,0,0.4636363636363636,0.6870229007633588,1.78125,0.6868489583333334,0.6363636363636362,0,melvich01w,CLE,F-C
4,0,34,22,11,0,4,0,0,0.4697802197802198,0.7095238095238096,1.6764705882352942,0.7138480392156863,0.7017543859649122,1,melvich01w,CLE,F-C
5,0,34,18,0,0,4,0,0,0.4076655052264808,0.7575757575757576,1.2647058823529411,0.5692401960784313,0.6023848684210525,1,melvich01w,WAS,F-C
6,0,34,14,16,1,0,0,0,0.4918032786885246,0.6739130434782609,0.7352941176470589,0.6439950980392157,0.6850733390854185,0,melvich01w,WAS,F-C
7,0,34,26,2,1,0,0,1,0.511326860841424,0.6451612903225806,1.3235294117647058,0.647671568627451,0.7250268528464017,1,melvich01w,WAS,F-C
8,2,29,22,5,0,0,0,0,0.4678111587982833,0.6272727272727273,1.2758620689655173,0.6127873563218391,0.6505534221820646,0,melvich01w,CHI,F-C
8,1,3,0,2,0,0,0,0,0.34615384615384615,0.8421052631578947,0.0,0.5694444444444444,0.6882591093117408,0,melvich01w,WAS,F-C
9,0,34,10,3,1,0,0,0,0.4434389140271493,0.6136363636363636,1.4705882352941178,0.4650735294117647,0.6620623958085258,0,melvich01w,CHI,F-C
10,0,34,29,1,0,1,0,1,0.455,0.5625,1.1764705882352942,0.49080882352941174,0.5627099664053751,1,melvich01w,WAS,F-C
5,0,6,0,5,0,0,0,0,0.5,0.0,0.5,0.13541666666666666,0.18181818181818182,1,mendigi01w,SAC,G
6,0,18,1,20,0,0,0,0,0.3,1.0,0.7222222222222222,0.15625,0.1575757575757576,1,miaomi01w,SAC,G
10,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.16666666666666666,0.0,1,millebr01w,DET,C
2,0,20,0,6,0,0,0,0,0.325,0.5454545454545454,0.4,0.14270833333333333,0.1118881118881119,0,milleco01w,WAS,G
3,0,32,2,64,0,0,6,0,0.43130990415335463,0.7878787878787878,2.9375,0.6946614583333334,0.2526964560862866,1,milleco01w,WAS,G
4,0,33,7,89,1,0,0,0,0.450261780104712,0.6981132075471698,2.606060606060606,0.6792929292929293,0.2950257289879932,0,milleco01w,WAS,G
5,0,33,3,19,0,0,0,0,0.42473118279569894,0.8125,1.3636363636363635,0.43434343434343436,0.2895622895622896,1,milleco01w,WAS,G
6,0,34,3,24,0,0,0,0,0.425,0.8,1.2941176470588236,0.30637254901960786,0.2857142857142857,0,milleco01w,WAS,G
7,0,34,4,30,1,0,1,0,0.489247311827957,0.8181818181818182,1.7941176470588236,0.4264705882352941,0.2189239332096475,1,milleco01w,WAS,G
8,0,30,2,25,0,0,0,0,0.4051724137931034,1.0,0.8333333333333334,0.3159722222222222,0.1567398119122257,0,milleco01w,WAS,G
9,0,34,5,53,0,0,0,0,0.3548387096774194,0.625,1.3823529411764706,0.43504901960784315,0.14733542319749215,0,milleco01w,WAS,G
10,0,34,2,27,0,0,1,0,0.41732283464566927,0.8846153846153846,1.0294117647058822,0.25735294117647056,0.1935483870967742,1,milleco01w,ATL,G
2,0,26,0,19,0,0,0,0,0.3728813559322034,0.5714285714285714,0.5384615384615384,0.18669871794871795,0.2828282828282828,1,milleke01w,CHA,G
3,0,32,1,51,0,0,1,0,0.44751381215469616,0.7631578947368421,1.53125,0.369140625,0.32996632996632996,1,milleke01w,CHA,G
4,0,34,2,52,0,0,0,0,0.4067796610169492,0.775,1.4411764705882353,0.33455882352941174,0.24415584415584415,1,milleke01w,CHA,G
5,0,34,5,112,3,0,0,0,0.38650306748466257,0.8771929824561403,3.1176470588235294,0.6715686274509803,0.26044226044226043,0,milleke01w,IND,G
6,0,34,2,114,1,0,9,0,0.4227129337539432,0.8314606741573034,2.676470588235294,0.7426470588235294,0.27787307032590053,1,milleke01w,IND,G
7,0,27,6,79,0,0,0,0,0.42084942084942084,0.7741935483870968,3.4814814814814814,0.6280864197530864,0.23412204234122044,0,milleke01w,PHO,G
8,0,34,5,70,1,1,8,0,0.47318611987381703,0.7913043478260869,5.529411764705882,0.8192401960784313,0.3298097251585624,1,milleke01w,PHO,G
9,0,34,4,52,0,0,0,0,0.4083969465648855,0.8448275862068966,3.9705882352941178,0.5790441176470589,0.29220779220779225,0,milleke01w,PHO,G
10,0,34,2,66,0,0,0,0,0.3624161073825503,0.9090909090909091,1.9705882352941178,0.41360294117647056,0.24363636363636365,0,milleke01w,MIN,G
1,0,31,8,0,1,0,0,0,0.44642857142857145,0.6949152542372882,0.2903225806451613,0.21236559139784947,0.07235453723243894,1,millsta01w,WAS,C
2,0,30,4,1,0,0,0,0,0.3333333333333333,0.5806451612903226,0.2,0.22152777777777777,0.037383177570093455,0,millsta01w,WAS,C
3,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.08854166666666667,0.0,1,millsta01w,WAS,C
4,0,29,2,0,1,0,0,0,0.40816326530612246,0.5806451612903226,0.2413793103448276,0.13290229885057472,0.019336126329358685,0,millsta01w,SAS,C
8,0,5,0,0,0,0,0,0,0.2857142857142857,0.75,0.4,0.2125,0.0,1,millsta01w,DET,C
1,0,32,29,8,3,2,0,1,0.5151515151515151,0.7543859649122807,2.5,0.728515625,0.5226293103448276,1,miltode01w,LAS,F
2,0,32,29,35,0,10,3,0,0.46944444444444444,0.7682926829268293,2.75,0.7578125,0.45528017241379315,1,miltode01w,LAS,F
3,0,32,35,50,3,9,9,0,0.48036253776435045,0.7666666666666667,1.65625,0.76171875,0.568426724137931,1,miltode01w,LAS,F
4,0,31,41,61,3,13,10,1,0.42857142857142855,0.797752808988764,2.870967741935484,0.956989247311828,0.6117908787541714,1,miltode01w,LAS,F
5,0,19,10,37,1,0,0,0,0.40372670807453415,0.7258064516129032,1.631578947368421,0.6622807017543859,0.40834845735027225,1,miltode01w,LAS,F
6,0,33,18,119,4,0,0,0,0.4169184290030212,0.797979797979798,1.7575757575757576,0.6748737373737373,0.4493207941483804,0,miltode01w,WAS,F
7,0,23,17,79,2,1,4,0,0.46258503401360546,0.8153846153846154,2.3043478260869565,0.6739130434782609,0.4197901049475263,1,miltode01w,WAS,F
8,0,34,38,119,2,0,0,0,0.3488372093023256,0.8448275862068966,1.6176470588235294,0.6991421568627451,0.5502028397565923,0,miltode01w,WAS,F
9,0,31,18,81,0,4,5,0,0.46898263027295284,0.7685185185185185,2.7096774193548385,0.821236559139785,0.5450500556173526,1,miltode01w,LAS,F
10,0,33,8,82,1,1,4,0,0.39313984168865435,0.7333333333333333,2.606060606060606,0.7784090909090909,0.410135841170324,1,miltode01w,LAS,F
9,0,34,3,47,0,0,5,0,0.38095238095238093,0.8333333333333334,3.088235294117647,0.3553921568627451,0.4522144522144522,1,mitchle01w,NYL,G
10,0,34,2,52,0,0,0,0,0.3,1.0,2.235294117647059,0.26715686274509803,0.5314685314685315,0,mitchle01w,NYL,G
7,0,27,6,12,0,0,0,0,0.31746031746031744,0.4666666666666667,0.6296296296296297,0.21373456790123457,0.14687100893997446,0,moeggli01w,CHI,F
8,0,23,2,6,0,0,0,0,0.4146341463414634,0.4,0.2608695652173913,0.18659420289855072,0.11619190404797602,0,moeggli01w,CHI,F
2,0,7,0,12,0,0,0,0,0.3888888888888889,0.75,2.4285714285714284,0.36607142857142855,0.19318181818181818,0,moisead01w,PHO,G
3,0,32,3,66,0,0,0,0,0.38414634146341464,0.8,2.46875,0.4029947916666667,0.19949494949494953,0,moisead01w,PHO,G
8,0,4,0,1,0,0,0,0,0.4,1.0,0.75,0.16145833333333334,0.05454545454545454,1,moisead01w,PHO,G
10,0,16,0,15,0,0,0,0,0.3888888888888889,1.0,1.1875,0.22005208333333334,0.14008620689655174,0,montaan01w,MIN,F
10,0,34,9,121,0,0,0,0,0.408,0.8333333333333334,2.1176470588235294,0.4681372549019608,0.1983471074380165,0,montgre01w,MIN,G
3,0,18,1,1,0,0,0,0,0.4,0.7142857142857143,0.16666666666666666,0.1550925925925926,0.015576323987538939,1,mooreja01w,IND,C
6,1,6,0,0,1,0,0,0,0.3333333333333333,0.5,0.3333333333333333,0.1701388888888889,0.5263157894736842,0,mooreje01w,CHA,F-C
6,2,15,0,0,0,0,0,0,0.5,0.0,0.06666666666666667,0.15138888888888888,0.5263157894736842,1,mooreje01w,LAS,F-C
7,0,34,9,2,1,0,0,0,0.4430379746835443,0.775,0.8529411764705882,0.45465686274509803,0.5688854489164086,1,mooreje01w,LAS,F-C
8,0,29,6,0,1,0,0,0,0.39669421487603307,0.6428571428571429,0.6206896551724138,0.3160919540229885,0.5350152240104392,0,mooreje01w,LAS,F-C
9,0,28,5,0,0,0,0,0,0.3269230769230769,0.7222222222222222,0.7142857142857143,0.26860119047619047,0.47735618115055073,1,mooreje01w,LAS,F-C
10,0,31,6,1,0,2,0,1,0.4482758620689655,0.7407407407407407,0.5483870967741935,0.49260752688172044,0.6437581557198782,1,mooreje01w,IND,F-C
6,0,24,0,2,0,0,0,0,0.391304347826087,0.4444444444444444,0.7916666666666666,0.15885416666666666,0.13818181818181818,1,moorelo01w,NYL,G
7,0,34,10,96,0,0,0,0,0.3383084577114428,0.7254901960784313,3.588235294117647,0.5833333333333334,0.3412587412587413,0,moorelo01w,NYL,G
8,0,34,5,135,1,0,5,0,0.40809968847352024,0.5806451612903226,5.235294117647059,0.7818627450980392,0.29935720844811753,1,moorelo01w,NYL,G
9,0,29,4,83,0,0,9,0,0.3349282296650718,0.75,5.413793103448276,0.709051724137931,0.3116883116883117,1,moorelo01w,NYL,G
10,0,34,2,100,0,0,0,0,0.33476394849785407,0.6875,3.911764705882353,0.5765931372549019,0.31002331002331,0,moorelo01w,NYL,G
8,0,19,0,8,0,0,0,0,0.2692307692307692,0.75,0.21052631578947367,0.09539473684210527,0.10389610389610389,0,moorena01w,MIN,G
9,0,16,3,9,0,0,0,0,0.3191489361702128,0.5555555555555556,0.3125,0.16276041666666666,0.30303030303030304,0,moorena01w,MIN,G
3,1,5,0,9,0,0,0,0,0.32,1.0,2.0,0.3458333333333333,0.2962962962962963,0,mooreta01w,MIA,G-F
3,2,26,9,68,0,0,0,0,0.36627906976744184,0.8301886792452831,3.0,0.5232371794871795,0.5098039215686274,0,mooreta01w,MIN,G-F
4,1,15,2,4,0,0,0,0,0.5,0.8333333333333334,0.26666666666666666,0.09166666666666666,0.0,1,mooreta01w,DET,G-F
4,2,11,4,5,0,0,0,0,0.4230769230769231,0.8461538461538461,0.7272727272727273,0.20833333333333334,0.0,0,mooreta01w,PHO,G-F
5,0,32,9,10,0,0,0,0,0.4426229508196721,0.8620689655172413,1.65625,0.251953125,0.39999999999999997,0,mooreta01w,PHO,G-F
6,0,7,0,3,0,0,0,0,0.6666666666666666,1.0,0.8571428571428571,0.14285714285714285,0.4444444444444444,1,mooreta01w,NYL,G-F
7,0,34,8,49,0,1,4,0,0.47560975609756095,0.7792207792207793,2.235294117647059,0.4417892156862745,0.4625850340136054,1,mooreta01w,LAS,G-F
8,0,15,2,15,1,0,0,0,0.3684210526315789,1.0,2.933333333333333,0.4013888888888889,0.3555555555555555,0,mooreta01w,HOU,G-F
3,0,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0625,0.0,0,moosca01w,MIA,F-C
8,0,28,6,1,0,0,0,0,0.4838709677419355,0.8214285714285714,0.35714285714285715,0.20758928571428573,0.24014778325123154,0,mosbybe01w,WAS,F
9,0,24,7,0,0,0,0,0,0.39215686274509803,0.6666666666666666,0.08333333333333333,0.15885416666666666,0.19037356321839083,0,mosbybe01w,WAS,F
10,0,24,1,1,1,0,0,0,0.3617021276595745,0.8571428571428571,0.125,0.1467013888888889,0.13290229885057472,1,mosbybe01w,WAS,F
2,0,5,1,0,0,0,0,0,1.0,0.0,0.0,0.07083333333333333,0.056074766355140186,0,moweje01w,POR,C
3,0,5,0,0,0,0,0,0,0.0,0.5,0.0,0.06666666666666667,0.0,0,moweje01w,POR,C
4,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.4375,0.2803738317757009,1,moweje01w,LAS,C
1,0,22,6,3,0,0,0,0,0.5942028985507246,0.75,0.2727272727272727,0.2755681818181818,0.07646559048428206,0,mulitna01w,SAS,C
8,0,32,8,66,0,0,0,0,0.3724137931034483,0.8478260869565217,0.53125,0.2838541666666667,0.15454545454545454,0,murphsh01w,MIN,G
9,2,13,2,19,0,0,0,0,0.3,0.6666666666666666,0.5384615384615384,0.1955128205128205,0.1414141414141414,1,murphsh01w,DET,G
9,1,2,0,0,0,0,0,0,0.2,0.0,0.0,0.052083333333333336,0.0,0,murphsh01w,MIN,G
9,3,2,0,1,0,0,0,0,0.3333333333333333,0.0,0.5,0.11458333333333333,0.09090909090909091,0,murphsh01w,WAS,G
10,0,24,2,32,0,0,0,0,0.3617021276595745,0.8076923076923077,0.4583333333333333,0.16927083333333334,0.20202020202020204,1,murphsh01w,IND,G
1,0,23,8,39,0,0,0,0,0.3924050632911392,0.8076923076923077,5.130434782608695,0.6286231884057971,0.3900826446280992,1,nagyan01w,WAS,G
2,0,23,3,12,1,1,0,0,0.45714285714285713,0.5714285714285714,1.173913043478261,0.22010869565217392,0.18972332015810275,1,nagyan01w,NYL,G
3,0,24,4,14,1,0,0,0,0.2727272727272727,0.4375,3.0416666666666665,0.3550347222222222,0.4281524926686217,0,nagyan01w,SAC,G
10,0,26,9,0,0,0,0,0,0.4842105263157895,0.625,0.23076923076923078,0.2564102564102564,0.09705248023005031,0,nanch01w,CHI,C
1,0,32,22,6,0,0,0,0,0.4744744744744745,0.5686274509803921,1.25,0.5651041666666666,0.54686265212581,0,ndiayas01w,DET,F-C
2,0,32,28,15,1,0,0,0,0.4574780058651026,0.7763157894736842,1.53125,0.5944010416666666,0.580336471677728,0,ndiayas01w,DET,F-C
3,0,32,12,2,0,0,0,0,0.4666666666666667,0.5897435897435898,1.21875,0.5052083333333334,0.5360623781676414,0,ndiayas01w,DET,F-C
4,0,11,1,0,0,0,0,0,0.47619047619047616,0.25,0.18181818181818182,0.14393939393939395,0.5012531328320802,1,ndiayas01w,DET,F-C
5,0,10,3,0,0,0,0,0,0.2631578947368421,0.5,0.4,0.15416666666666667,0.33240997229916897,0,ndiayas01w,IND,F-C
7,0,11,1,0,0,0,0,0,0.45714285714285713,0.5,0.7272727272727273,0.24053030303030304,0.5263157894736842,1,ndiayas01w,HOU,F-C
8,0,4,1,1,0,0,0,0,0.3333333333333333,0.0,0.0,0.3229166666666667,0.37593984962406013,1,ndiayas01w,SEA,F-C
7,0,17,8,0,0,0,0,0,0.25925925925925924,0.46153846153846156,0.17647058823529413,0.13602941176470587,0.1319406267179769,1,ndongem01w,LAS,C
